ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0043021	ribonucleoprotein complex binding	32/2063	195/28407	1.20165149813435e-05	0.000291901176421803	0.000200538769754439	Rbm3/Uhmk1/Nolc1/Zc3h12a/Prmt7/Rpl35/Hspa5/Zfp593/Rnasel/Strap/Hnrnpu/Naa15/Rpsa/Ifrd2/Afg2a/Ung/Nmd3/Eif4a3/C1qbp/Guf1/Pttg1/Prmt3/Gemin5/Itch/Gtpbp4/Ttc5/Prmt1/Abce1/Dnajc2/Cpeb1/Eif2s1/Mtres1	32
GO:0015370	solute:sodium symporter activity	18/2063	81/28407	1.61291662068432e-05	0.000383808322391411	0.000263679817044203	Slc1a3/Slc34a2/Slc10a5/Mfsd2a/Slc28a3/Slc5a6/Slc17a8/Slc23a1/Slc18a2/Slc5a8/Slc20a1/Slc38a2/Slc1a2/Slc6a7/Slc38a4/Slc18a1/Slc6a1/Slc1a1	18
GO:0016922	nuclear receptor binding	27/2063	156/28407	2.12085115684386e-05	0.000494582489775989	0.000339782680075406	Per2/Arrb1/Cry2/Smarcd3/Cry1/Hr/Bud31/Gas2l1/Sirt1/Vdr/Strn/Lcor/Ctnnb1/Hif1a/Ppargc1a/Src/Ncor1/Nr1i2/Pparg/Nr4a3/Smad3/Cebpb/Wipi1/Ncoa3/Thrap3/Parp1/Cnot1	27
GO:0023026	MHC class II protein complex binding	7/2063	14/28407	2.29442093703904e-05	0.000524567610311279	0.000360382731287247	Cd74/H2-Eb1/H2-Ab1/H2-Aa/B2m/H2-DMb1/H2-DMa	7
GO:0033218	amide binding	58/2063	457/28407	2.43789832380223e-05	0.000546651816452576	0.000375554782269938	Cd74/H2-Eb1/H2-Ab1/H2-Aa/Acacb/Itga2/B2m/Nlrp6/Ldlr/Hba-a1/Clstn1/Nolc1/Ide/Npepps/Fasn/H2-DMb1/Slc1a3/H2-T23/Ppic/Clu/Insr/Fzd5/Psap/Cd300lf/Hadha/Tap1/Tubb3/Thop1/H2-DMa/Ffar4/Hspa8/Maml1/Tap2/Memo1/Acadm/Nqo2/Pank3/Ang5/Tlr2/Pparg/H2-T3/Ctsl/Gltp/Itm2b/Glp1r/Ctsd/Ipo4/Prlr/Lrp8/Nfkbia/Igf1r/H2-D1/Tpp1/Dbi/Ppif/Lbp/Slc1a1/Cemip	58
GO:0051020	GTPase binding	46/2063	337/28407	2.75292757366244e-05	0.000605644066205736	0.000416082995741234	Nox1/Mical1/Als2/Exph5/Noxa1/Rnf152/Hsp90aa1/Cdc42ep2/Dennd5b/Tmem127/Ect2/Tbc1d20/Sytl4/Rhobtb3/Iqgap3/Myo5b/Fnbp1l/Mlph/Atp7a/Gga2/Diaph1/Tnfaip1/Unc13d/Ankfy1/Garre1/Ric1/Atg14/Rab11fip2/Npc1l1/Pkn3/Xpo1/Cyrib/Bnip3/Tbc1d13/Arhgap1/Rab11fip3/Kif3a/Yipf1/Rassf1/Ipo4/Plk2/Usp33/Ranbp10/Rilpl2/Rin2/Rab3ip	46
GO:0043548	phosphatidylinositol 3-kinase binding	12/2063	42/28407	2.95431079238322e-05	0.000637912293318303	0.000438251561989012	Dab1/Dab2ip/Insr/Cbl/Nlrc3/Calm3/Fam83b/Pdgfrb/Igf1r/Fbxl2/Pik3ap1/Insrr	12
GO:0015081	sodium ion transmembrane transporter activity	27/2063	160/28407	3.37400217122448e-05	0.000704388789599585	0.000483921521066429	Slc9a3/Slc9a2/Slc1a3/Slc34a2/Cnnm4/Slc10a5/Cacna1h/Mfsd2a/Slc28a3/Slc5a6/Grik4/Grik5/Slc17a8/Slc23a1/Scn7a/Tpcn1/Slc18a2/Slc5a8/Slc20a1/Slc38a2/Scn3a/Slc1a2/Slc6a7/Slc38a4/Slc18a1/Slc6a1/Slc1a1	27
GO:0140098	catalytic activity, acting on RNA	50/2063	380/28407	3.38299933255375e-05	0.000704388789599585	0.000483921521066429	Nop2/Ern1/Yars1/Tmt1a/Ddx21/Marf1/Khnyn/Cars1/Zc3h12a/Etf1/Ddx20/Ddx39a/Mov10/Endog/Rnasel/Trmt61a/Aars1/Ftsj3/Trmt1l/Mars1/Vars2/Elac2/Dhx32/Ddx50/Polr2h/Polr1a/Nsun6/Pstk/Ang5/Eif4a1/Rigi/Ddx49/Trdmt1/Eif4a3/Supv3l1/Mettl1/Qtrt1/Lars2/Polr1b/Nars2/Exd2/Lactb2/Ear2/Tars1/Aarsd1/Dtd1/Qars1/Cnot1/Slu7/Ddx42	50
GO:0019902	phosphatase binding	36/2063	243/28407	3.56246427387131e-05	0.000728742691812973	0.000500652873945719	Cry2/Vim/Dab2ip/Ppp1r10/Cry1/Ceacam1/Hmgcr/Insr/Itga1/Gtf2f1/Hsp90aa1/Bcl2/Vrk3/Syk/Spred1/Cdh1/Strn/Ctnnb1/Mvp/Adcy8/Ctnnd1/Dzip3/Cpd/Pparg/Phactr4/Smad3/Nek2/Kif3a/Mtmr3/Gck/Csk/Igbp1/Fbxl2/Ppara/Vcan/Tprn	36
GO:0015179	L-amino acid transmembrane transporter activity	16/2063	71/28407	3.91380203901057e-05	0.000786809168532125	0.00054054507290146	Slc7a5/Slc15a4/Slc1a3/Slc1a5/Slc7a2/Slc17a8/Slc66a1/Slc38a2/Slc7a1/Slc38a11/Slc1a2/Slc6a7/Slc38a4/Slc43a2/Slc1a1/Ctns	16
GO:0005178	integrin binding	26/2063	153/28407	4.13490507844246e-05	0.000812860349267922	0.000558442471601416	Itga2/Cd177/L1cam/Itgam/Itgb5/Fermt1/Fbln1/Nrg1/Cd9/Lyn/Itga1/App/Syk/Cx3cl1/Ccn1/Cd151/Src/Adam17/Ptpn2/Tspan4/Cxadr/Jaml/Lama5/Itga5/Itga10/Lamb1	26
GO:0009055	electron transfer activity	13/2063	50/28407	4.18281483328262e-05	0.000812860349267922	0.000558442471601416	Cyba/ND4/COX2/COX1/CYTB/Etfdh/Por/ND1/ND3/ND2/Ndufb7/ND4L/Nqo2	13
GO:0047676	arachidonate-CoA ligase activity	6/2063	11/28407	4.89074060539912e-05	0.000924005466413295	0.000634800180500603	Acsl1/Acsl4/Slc27a4/Acsl6/Slc27a2/Acsl3	6
GO:0046873	metal ion transmembrane transporter activity	55/2063	437/28407	4.91323661386143e-05	0.000924005466413295	0.000634800180500603	Trpa1/Slc9a3/Slc39a4/Slc9a2/Slc1a3/Slc34a2/Kcnab3/Slc12a6/Cnnm4/Nipal3/Slc10a5/Cacna1h/Mfsd2a/Slc28a3/Slc5a6/Slc39a8/Grik4/Trpm4/Psen1/Orai2/Grik5/Slc39a9/Slc30a4/Slc25a28/Slc17a8/Atp7a/Atp2c1/Slc23a1/Trpc7/Scn7a/Tpcn1/Aqp1/Kcnmb2/Grin2c/Slc18a2/Slc5a8/Slc20a1/Slc11a2/Slc38a2/Tmem175/Scn3a/Slc1a2/Slc6a7/Slc38a4/Mmgt2/Kcnma1/Slc18a1/Slc12a8/Snap25/Slc6a1/Kcns3/Slc1a1/Panx1/Trpc4/P2rx4	55
GO:0019838	growth factor binding	25/2063	146/28407	5.06036607428127e-05	0.000936569340097137	0.000643431676278705	Erbb3/Igfbp4/Vegfa/Erbb2/Pcsk6/Fstl4/Acvr1c/Rps19/Insr/Wfikkn2/Sort1/Acvr1b/Kit/Ccn1/Epha2/Nrp1/Il6st/Igfbp5/Il11ra1/S100a13/Glg1/Pdgfrb/Igf1r/Igf2r/Fgfrl1	25
GO:0019001	guanyl nucleotide binding	50/2063	387/28407	5.439401262133e-05	0.00097574490333032	0.000670345645422383	Pde5a/Gnl3/Mocs1/Rab5b/Rem2/Rab43/Insr/Ehd4/Hsp90aa1/Eif5b/Arl4c/Rhob/Rab11b/Arf3/Tubb3/Rasl11b/Rab15/Septin8/Rhobtb3/Rab3c/Rp2/Rab27b/Glud1/Gnl2/Irgq/Uprt/Ciita/Rab4a/Rab3b/Rigi/Rab40c/Irgm2/Nkiras2/Guf1/Rab22a/Samhd1/Septin11/Gtpbp4/Rap2a/Rab9/Gspt1/Gtpbp2/Pde11a/Mief1/Pck1/Rasl11a/Nin/Tuba1c/Gna13/Tubal3	50
GO:0032561	guanyl ribonucleotide binding	50/2063	387/28407	5.439401262133e-05	0.00097574490333032	0.000670345645422383	Pde5a/Gnl3/Mocs1/Rab5b/Rem2/Rab43/Insr/Ehd4/Hsp90aa1/Eif5b/Arl4c/Rhob/Rab11b/Arf3/Tubb3/Rasl11b/Rab15/Septin8/Rhobtb3/Rab3c/Rp2/Rab27b/Glud1/Gnl2/Irgq/Uprt/Ciita/Rab4a/Rab3b/Rigi/Rab40c/Irgm2/Nkiras2/Guf1/Rab22a/Samhd1/Septin11/Gtpbp4/Rap2a/Rab9/Gspt1/Gtpbp2/Pde11a/Mief1/Pck1/Rasl11a/Nin/Tuba1c/Gna13/Tubal3	50
GO:0005343	organic acid:sodium symporter activity	11/2063	38/28407	5.53640864847158e-05	0.000978098861229979	0.000671962835962818	Slc1a3/Slc10a5/Slc5a6/Slc23a1/Slc5a8/Slc38a2/Slc1a2/Slc6a7/Slc38a4/Slc6a1/Slc1a1	11
GO:0031267	small GTPase binding	41/2063	297/28407	5.6571077003682e-05	0.000984505608750645	0.00067636432992619	Nox1/Mical1/Als2/Exph5/Noxa1/Rnf152/Cdc42ep2/Dennd5b/Tmem127/Ect2/Tbc1d20/Sytl4/Rhobtb3/Iqgap3/Myo5b/Mlph/Atp7a/Gga2/Diaph1/Tnfaip1/Unc13d/Ankfy1/Garre1/Ric1/Rab11fip2/Npc1l1/Pkn3/Xpo1/Cyrib/Tbc1d13/Arhgap1/Rab11fip3/Kif3a/Yipf1/Rassf1/Ipo4/Usp33/Ranbp10/Rilpl2/Rin2/Rab3ip	41
GO:0004715	non-membrane spanning protein tyrosine kinase activity	12/2063	45/28407	6.26581237878458e-05	0.00107440253436218	0.000738124337500784	Matk/Pkm/Styk1/Lyn/Peak1/Hck/Syk/Tyk2/Src/Wee1/Prkcd/Csk	12
GO:0015171	amino acid transmembrane transporter activity	18/2063	90/28407	7.15528566189945e-05	0.0012091395770688	0.000830689914371545	Slc7a5/Slc15a4/Slc1a3/Slc1a5/Slc7a2/Slc17a8/Slc66a1/Slc38a2/Slc7a1/Slc38a11/Slc1a2/Slc6a7/Slc25a44/Slc38a4/Slc43a2/Slc6a1/Slc1a1/Ctns	18
GO:0019843	rRNA binding	16/2063	75/28407	7.92757260000899e-05	0.00131087515271609	0.000900583182465417	Ddx21/Cirbp/Ppan/Ncl/Rnasel/Rpl11/Rpl23/Mrps6/Brix1/Rpl8/Rps11/Rpl9/Rpf2/Rps5/Rpl17/Rpl6	16
GO:0001221	transcription coregulator binding	25/2063	150/28407	7.98217288532094e-05	0.00131087515271609	0.000900583182465417	Per3/Per2/Nr1d1/Per1/Baiap2/Smarcd3/Nr5a2/Cbx3/Pgr/Lcor/Ctnnb1/Hif1a/Rorc/Hes1/Thrb/Rpl23/Sp1/Pparg/Atf7/Nr4a3/Smad3/Myc/Hnf1a/Ppara/Zbtb8a	25
GO:0005525	GTP binding	47/2063	363/28407	8.50290998900005e-05	0.00137699903432973	0.00094601089205103	Gnl3/Mocs1/Rab5b/Rem2/Rab43/Insr/Ehd4/Hsp90aa1/Eif5b/Arl4c/Rhob/Rab11b/Arf3/Tubb3/Rasl11b/Rab15/Septin8/Rhobtb3/Rab3c/Rp2/Rab27b/Glud1/Gnl2/Irgq/Uprt/Ciita/Rab4a/Rab3b/Rigi/Rab40c/Irgm2/Nkiras2/Guf1/Rab22a/Samhd1/Septin11/Gtpbp4/Rap2a/Rab9/Gspt1/Gtpbp2/Pck1/Rasl11a/Nin/Tuba1c/Gna13/Tubal3	47
GO:0140103	catalytic activity, acting on a glycoprotein	8/2063	22/28407	9.68462339556564e-05	0.00154688642181227	0.00106272507628341	Mgat1/Mgat3/B4galnt4/Gcnt4/Mgat4a/B4galnt3/Mgat5/Gcnt3	8
GO:0015453	oxidoreduction-driven active transmembrane transporter activity	10/2063	34/28407	0.000103774410603669	0.00163514814545781	0.00112336168519761	ND4/COX2/COX1/CYTB/ND1/ND3/ND2/Ndufb7/ND4L/Cyb561a3	10
GO:0015631	tubulin binding	49/2063	387/28407	0.00010628105873697	0.00164452916890141	0.00112980653383947	Kif13b/Gas2l1/Lyn/Kif19b/Mid2/Clip2/Arl4c/Nusap1/Plk1/Dlgap5/Kif23/Kif1c/Kif2c/Numa1/Ppargc1a/Jakmip1/Kif1b/Mlph/Tppp3/Mtus1/Tppp/Reep3/Kif18b/Brca2/Kif20a/Fmn1/Mapre1/Haus7/Sybu/Tbcel/Reep4/Cep350/Tmod3/Cenpe/Brsk1/Kif3a/Kif12/Camsap2/Vapa/Ttll7/Trim36/Ranbp10/Nin/Kifc1/Ino80/Eml5/Jmy/Knstrn/Kif19a	49
GO:0019207	kinase regulator activity	37/2063	266/28407	0.000108420345742094	0.00164452916890141	0.00112980653383947	Nos2/Erbb3/Dab2ip/Deptor/Vegfa/Lrp6/Als2/Acsl1/Nolc1/Nrg1/Cdkn2b/Cd24a/Spred1/Gprc5a/Cnppd1/Socs2/Ccnl1/Cish/Map3k13/Pik3ca/Ccne1/Ccnf/Kidins220/Il6st/Irgm2/Lgals9/Wdr81/Calm3/Trib3/Atg13/Ccnb1/Map3k12/Ccnh/Ccnj/Nck1/Qars1/Ccno	37
GO:0003727	single-stranded RNA binding	19/2063	101/28407	0.00010860098285198	0.00164452916890141	0.00112980653383947	A1cf/Cbx4/Thra/Cirbp/Larp4/Pabpc4/Rbms1/Hnrnpdl/Hnrnpu/Ssb/Syncrip/Rbfox2/Rigi/Eif4a3/Rps7/Rbmx/Lactb2/Ago1/Khdrbs3	19
GO:0004674	protein serine/threonine kinase activity	54/2063	441/28407	0.00011819608826675	0.00176687998614142	0.00121386266087715	Cdk8/Ikbke/Ern1/Prkcg/Pkm/Uhmk1/Alpk1/Pak6/Acvr1c/Pdpk1/Cdk11b/Pim3/Chek1/Vrk3/Syk/Cdk19/Mapk13/Plk1/Acvr1b/Stk38/Dyrk1b/Stk39/Dmpk/Hipk1/Map3k13/Mylk/Pik3ca/Stk24/Ttbk2/Camk2d/Camk1d/Adck5/Prkab2/Ciita/Irak4/Prkcd/Pink1/Taok2/Ksr1/Pkn3/Cdk10/Nek2/Brsk1/Map2k3/Plk2/Map3k12/Dclk1/Nrbp2/Ccnh/Prkaa1/Camkk1/Map3k1/Snrk/Gak	54
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	13/2063	55/28407	0.000121590245339078	0.00177217782581706	0.00121750232503997	Nos2/Akr1c19/Mical1/Akr1c13/Akr1c14/Sqle/Fmo2/Akr1c12/Cyp4f40/Cyp51/Fmo1/Cyp4f14/Fmo5	13
GO:1901682	sulfur compound transmembrane transporter activity	13/2063	55/28407	0.000121590245339078	0.00177217782581706	0.00121750232503997	Abcc3/Abcg2/Slc5a6/Atp7a/Slc26a2/Slc26a10/Slc44a4/Slc26a3/Slc25a10/Slc1a2/Slc43a2/Slc1a1/Ctns	13
GO:1990782	protein tyrosine kinase binding	22/2063	128/28407	0.000131620044598167	0.00189467866668473	0.00130166151967778	Ceacam10/Ceacam20/Prr7/Vim/Nrtn/Ceacam1/Nrg1/Cblc/Hsp90aa1/Blnk/Cdh1/Pitpnm2/Cbl/Epha4/Ctnnd1/Ptpn2/Cblb/Frs2/Csk/Nck1/Nr3c1/Ptprf	22
GO:0008017	microtubule binding	37/2063	269/28407	0.000136771657889912	0.00193671076482573	0.001330537954349	Kif13b/Gas2l1/Kif19b/Mid2/Clip2/Nusap1/Plk1/Dlgap5/Kif23/Kif1c/Kif2c/Numa1/Jakmip1/Kif1b/Mlph/Mtus1/Reep3/Kif18b/Kif20a/Fmn1/Mapre1/Haus7/Sybu/Reep4/Cep350/Tmod3/Cenpe/Kif3a/Kif12/Camsap2/Vapa/Nin/Kifc1/Eml5/Jmy/Knstrn/Kif19a	37
GO:0019887	protein kinase regulator activity	33/2063	230/28407	0.000137861915506463	0.00193671076482573	0.001330537954349	Nos2/Erbb3/Dab2ip/Deptor/Vegfa/Als2/Acsl1/Nolc1/Nrg1/Cdkn2b/Cd24a/Spred1/Gprc5a/Cnppd1/Ccnl1/Map3k13/Pik3ca/Ccne1/Ccnf/Kidins220/Il6st/Irgm2/Lgals9/Calm3/Trib3/Atg13/Ccnb1/Map3k12/Ccnh/Ccnj/Nck1/Qars1/Ccno	33
GO:0036312	phosphatidylinositol 3-kinase regulatory subunit binding	6/2063	13/28407	0.000159963104770584	0.00222044024002977	0.00152546269085732	Dab2ip/Cbl/Nlrc3/Fam83b/Fbxl2/Pik3ap1	6
GO:0047023	androsterone dehydrogenase activity	7/2063	18/28407	0.000164168074396714	0.00225199970290081	0.00154714432960866	Akr1c19/Hsd17b6/Akr1c13/Akr1c14/Akr1c12/Rdh16/Rdh7	7
GO:0030331	nuclear estrogen receptor binding	12/2063	50/28407	0.000188406273080504	0.00255443853967288	0.00175492256810604	Arrb1/Strn/Lcor/Ctnnb1/Ppargc1a/Src/Ncor1/Pparg/Wipi1/Ncoa3/Parp1/Cnot1	12
GO:0051879	Hsp90 protein binding	12/2063	51/28407	0.000230245180305825	0.00305115224604809	0.00209616941341753	Bmal1/Npas2/Nos2/Ern1/Erbb2/Unc45a/Cd24a/Hif1a/Ptges3/Ksr1/Tsc1/Nr3c1	12
GO:0070851	growth factor receptor binding	24/2063	151/28407	0.000231900931366176	0.00305115224604809	0.00209616941341753	Pigr/Cd2ap/Dab2ip/Nrtn/Ern1/Vegfa/Ceacam1/Lyn/App/Cblc/Cd300lf/Psen1/Adam17/Fgf15/Cd44/Irak4/Il6st/Itga5/Fam83b/Pdgfrb/Frs2/Pycard/Ncstn/Vegfb	24
GO:0033293	monocarboxylic acid binding	17/2063	90/28407	0.000232892409861303	0.00305115224604809	0.00209616941341753	Acacb/Prr7/Akr1c14/Crabp2/Id3/Insr/Cyp4f40/Psap/Vdr/Gsta1/Ffar4/Tmem175/Pparg/Cyp4f14/Igf2r/Rbp2/Acox3	17
GO:0031072	heat shock protein binding	24/2063	152/28407	0.000256733784728918	0.00322978260409875	0.00221889009814855	Bmal1/Npas2/Nos2/Fkbp5/Itgam/Ern1/Erbb2/Unc45a/Bag2/Cd24a/Hspa5/Dnaja4/Hif1a/Pglyrp1/Ptges3/Hspa8/Slc18a2/Ksr1/Dnaja1/Pttg1/Tsc1/Nfkbia/Dnajc2/Nr3c1	24
GO:0042277	peptide binding	46/2063	370/28407	0.000258040775575931	0.00322978260409875	0.00221889009814855	Cd74/H2-Eb1/H2-Ab1/H2-Aa/Itga2/B2m/Nlrp6/Ldlr/Hba-a1/Clstn1/Nolc1/Ide/Npepps/H2-DMb1/H2-T23/Ppic/Clu/Insr/Fzd5/Tap1/Tubb3/Thop1/H2-DMa/Ffar4/Hspa8/Maml1/Tap2/Memo1/Ang5/Tlr2/Pparg/H2-T3/Ctsl/Itm2b/Glp1r/Ctsd/Ipo4/Prlr/Lrp8/Nfkbia/Igf1r/H2-D1/Tpp1/Ppif/Lbp/Cemip	46
GO:0004714	transmembrane receptor protein tyrosine kinase activity	13/2063	59/28407	0.00025824922175317	0.00322978260409875	0.00221889009814855	Erbb3/Erbb2/Insr/Ror2/Kit/Epha2/Epha4/Nrp1/Ddr1/Pdgfrb/Igf1r/Fgfrl1/Insrr	13
GO:0070888	E-box binding	13/2063	59/28407	0.00025824922175317	0.00322978260409875	0.00221889009814855	Bmal1/Ciart/Nr1d1/Per1/Atoh1/Cry1/Hif1a/Hes1/Bhlhe40/Pparg/Clock/Mybbp1a/Myc	13
GO:0043560	insulin receptor substrate binding	6/2063	14/28407	0.000262727276320729	0.00322978260409875	0.00221889009814855	Insr/Ncl/Pik3ca/Prkcd/Igf1r/Insrr	6
GO:0005096	GTPase activator activity	33/2063	238/28407	0.000263146953164135	0.00322978260409875	0.00221889009814855	Arrb1/Dab2ip/Als2/Tbc1d22a/Arhgdig/Cdc42ep2/Rasa4/Grtp1/Ralgapa2/Tbc1d9/Ect2/Tbc1d20/Iqgap3/Rp2/Tbc1d10b/Arap2/Abr/Tbc1d17/Ranbp1/Sec23a/Nrp1/Stxbp5l/Stard13/Tbc1d13/Arhgap1/Tbc1d8b/Arhgap39/Arfgap3/Rapgef2/Arhgap19/Rin2/Llgl2/Depdc1a	33
GO:0016763	pentosyltransferase activity	12/2063	52/28407	0.000279731351823904	0.00339757037736117	0.00233416182826745	Parp14/Nampt/Pnp/Ppat/Large2/Large1/Parp9/Poglut3/Tiparp/Mtap/Qtrt1/Parp1	12
GO:0071949	FAD binding	11/2063	45/28407	0.000291382624437657	0.00346685857239089	0.00238176345002209	Cry2/Mical1/Cry1/Sqle/D2hgdh/Xdh/Nqo2/Mthfr/Prodh2/Acox3/Cyb5r3	11
GO:0098631	cell adhesion mediator activity	11/2063	45/28407	0.000291382624437657	0.00346685857239089	0.00238176345002209	Itga2/Igsf9/Itga1/Nexn/Cd47/Rpsa/Cxadr/Cd200l2/Itga10/Cd200l1/Esam	11
GO:0019903	protein phosphatase binding	28/2063	191/28407	0.000297858993588873	0.00350811703560228	0.00241010839044266	Vim/Dab2ip/Ppp1r10/Ceacam1/Hmgcr/Insr/Itga1/Gtf2f1/Hsp90aa1/Bcl2/Vrk3/Cdh1/Strn/Ctnnb1/Mvp/Adcy8/Ctnnd1/Cpd/Pparg/Phactr4/Nek2/Kif3a/Mtmr3/Gck/Csk/Igbp1/Fbxl2/Vcan	28
GO:0003779	actin binding	53/2063	448/28407	0.000320146763899906	0.00373291126707291	0.00256454407713504	Nos2/Tns4/Baiap2l1/Mical1/Fermt1/Fbxo25/Pls1/Ceacam1/Clmn/Gas2l1/Misp/Epb41l1/Nexn/Rai14/Add1/Mib2/Iqgap3/Myo5b/Adcy8/Samd14/Mlph/Hnrnpu/Pof1b/Cap2/Wasf2/Sntb1/Diaph1/Mylk/Tnnt2/Vil1/Dnase1/Evl/Fmn1/Cttn/Wipf1/Ctnnal1/Ang5/Pxk/Phactr4/Arc/Arpc3/Cap1/Dbn1/Tmod3/Wipf2/Ldb3/Kcnma1/Espn/Ino80/Flii/Panx1/Jmy/Lasp1	53
GO:0031434	mitogen-activated protein kinase kinase binding	7/2063	20/28407	0.00035144462408448	0.00405727160081687	0.00278738258393214	Arrb1/Dab2ip/Taok2/Ksr1/Trib3/Igbp1/Map3k1	7
GO:0016779	nucleotidyltransferase activity	22/2063	137/28407	0.000357416270046882	0.0040857585379869	0.00280695336951163	Parp14/Tep1/Cds2/Yrdc/Fhit/Ptges3/Papolg/Polr2h/Pcyt2/Polr1a/Nmnat3/Cds1/Oasl1/Parp9/Tamm41/Tiparp/Pcyt1b/Polr1b/Gphn/Parp1/Rev1/Polr3c	22
GO:0004745	NAD-retinol dehydrogenase activity	8/2063	26/28407	0.000364061999644109	0.00412132321927214	0.00283138662983308	Hsd17b6/Akr1c14/Adh6a/Adh4/Rdh16/Rdh7/Dhrs3/Hsd17b13	8
GO:1990948	ubiquitin ligase inhibitor activity	5/2063	10/28407	0.000371604363261712	0.00414088305584788	0.00284482441590705	Rps15/Rpl11/Rpl23/Rps7/Rps20	5
GO:0000049	tRNA binding	15/2063	77/28407	0.000376443914167989	0.00414088305584788	0.00284482441590705	Yars1/Yrdc/Cars1/Eif5b/Aars1/Trmt1l/Mars1/Ssb/Nsun6/Pstk/Mettl1/Nat10/Dtd1/Mtres1/Rpl6	15
GO:0019199	transmembrane receptor protein kinase activity	15/2063	77/28407	0.000376443914167989	0.00414088305584788	0.00284482441590705	Erbb3/Erbb2/Acvr1c/Insr/Ror2/Acvr1b/Kit/Epha2/Epha4/Nrp1/Ddr1/Pdgfrb/Igf1r/Fgfrl1/Insrr	15
GO:0004467	long-chain fatty acid-CoA ligase activity	6/2063	15/28407	0.000411001542306573	0.00447876447036882	0.00307695202848305	Acsl1/Acsl4/Slc27a4/Acsl6/Slc27a2/Acsl3	6
GO:0002020	protease binding	28/2063	195/28407	0.000419942441790258	0.00453382302895778	0.00311477776025718	Cast/Cd177/Ldlr/Ccbe1/Spata2/Psap/Bcl2/Kit/Slc2a13/Lcor/Serpina1b/Rnf139/Cflar/Ubc/Lrp1/Nlrc4/Brca2/F2rl1/Pink1/Flot2/Fas/Casp1/Marchf6/Pycard/Panx1/Serpine1/Serpinf2/Tnfrsf10b	28
GO:0051219	phosphoprotein binding	19/2063	112/28407	0.00043540756278803	0.00463335386323376	0.00318315635092615	Arrb1/Cbx4/Lyn/Cblc/Hck/Mid2/Syk/Dpysl3/Ptpn3/Cbl/Src/Pde3b/Prkcsh/Cd44/Lrp11/Cblb/Thrap3/Igf2r/Uri1	19
GO:0050661	NADP binding	11/2063	47/28407	0.000437108855022053	0.00463335386323376	0.00318315635092615	Nos2/Fmo2/Hmgcr/Por/Me1/Qdpr/Fmo1/Mthfr/G6pdx/Grhpr/Fmo5	11
GO:0001223	transcription coactivator binding	12/2063	55/28407	0.000485513258443272	0.00505453981557907	0.00347251494055762	Pgr/Hif1a/Rorc/Thrb/Rpl23/Pparg/Atf7/Nr4a3/Smad3/Hnf1a/Ppara/Zbtb8a	12
GO:0008374	O-acyltransferase activity	12/2063	55/28407	0.000485513258443272	0.00505453981557907	0.00347251494055762	Cpt1a/Cpt2/Crot/Pnpla2/Lclat1/Mboat1/Agpat2/Lpcat3/Mboat7/Casd1/Mogat2/Pla2g4c	12
GO:0015645	fatty acid ligase activity	7/2063	21/28407	0.000494260012239502	0.00510006348912619	0.00350379011936899	Acsl1/Acsl4/Slc27a4/Acsl6/Slc27a2/Acsm3/Acsl3	7
GO:0004197	cysteine-type endopeptidase activity	15/2063	79/28407	0.000501646615265979	0.00513087678421168	0.00352495913404811	Casp4/Ctsh/Capn5/Espl1/Cflar/Capn10/Usp12/Capn8/Capn1/Ctsl/Ctss/Casp1/Usp33/Capns1/Atg4c	15
GO:0004623	phospholipase A2 activity	9/2063	34/28407	0.000547253526918413	0.00554059316489963	0.00380643802337151	Pnpla2/Pla2g2f/Pgap6/Pla2g5/Pla2g7/Abhd3/Pla2g4c/Pla2g12b/Pla2g2d	9
GO:0004812	aminoacyl-tRNA ligase activity	10/2063	41/28407	0.000555960034556824	0.00554059316489963	0.00380643802337151	Yars1/Cars1/Aars1/Mars1/Vars2/Lars2/Nars2/Tars1/Aarsd1/Qars1	10
GO:0016875	ligase activity, forming carbon-oxygen bonds	10/2063	41/28407	0.000555960034556824	0.00554059316489963	0.00380643802337151	Yars1/Cars1/Aars1/Mars1/Vars2/Lars2/Nars2/Tars1/Aarsd1/Qars1	10
GO:1901505	carbohydrate derivative transmembrane transporter activity	12/2063	56/28407	0.000577585061949072	0.00570732357824252	0.00392098333758469	Abcc3/Slc15a4/Mfsd2a/Slc28a3/Slc37a2/Slc17a5/Slc25a23/Slc29a3/Slc37a1/Slc35a5/Slc50a1/Slc35b4	12
GO:0097110	scaffold protein binding	16/2063	89/28407	0.000624008807054418	0.00611423755483572	0.0042005369497427	Casp4/Krt15/Baiap2/Vim/Dsp/Lyn/Psap/Hsp90aa1/Syk/Adcy6/Cacna1h/Kif1b/Src/Il6st/Casp1/Panx1	16
GO:0019103	pyrimidine nucleotide binding	5/2063	11/28407	0.000640518494268146	0.00622370470263882	0.00427574187840403	P2ry4/Hsp90aa1/Cad/Dctpp1/Nt5c	5
GO:0042826	histone deacetylase binding	22/2063	143/28407	0.000653459584732441	0.00629697418014898	0.00432607867752403	Per2/Cry1/Wdtc1/Hr/Hnrnpd/Srf/Hsp90aa1/Ddx20/Lcor/Hif1a/Hes1/Ncor1/Mier3/Sp1/Insm1/Sfpq/Cebpb/Kctd21/Satb2/Parp1/Rfxank/Mecp2	22
